RollNo,Gender,Math_Marks,Science_Marks,Arts_Marks,Study_Hours_Per_Week,Recommended_Stream
4538,FEMALE,90.0,100.0,90.0,7.0,Technical
3734,Male,95.0,100.0,73.0,38.0,Technical
2302,Male,92.0,91.0,96.0,19.0,
131,Female,47.0,62.0,38.0,15.0,Technical
1345,Female,32.0,86.0,53.0,17.0,Technical
4564,Male,100.0,81.0,55.0,25.0,Technical
514,Female,34.0,38.0,51.0,34.0,ACADEMIC
1934,Female,67.0,95.0,86.0,35.0,Technical
3137,Male,93.0,52.0,74.0,8.0,Technical
127,Male,81.0,73.0,41.0,27.0,Technical
5227,Female,61.0,72.0,61.0,,Technical
5181,Male,52.0,91.0,64.0,13.0,
2454,Female,68.0,65.0,38.0,4.0,Technical
1424,Male,81.0,99.0,42.0,13.0,Technical
4085,male,76.0,46.0,38.0,27.0,Technical
2645,,53.0,44.0,71.0,40.0,Academic
4992, Female,74.0,92.0,74.0,32.0,Technical
2897, Female,94.0,57.0,83.0,12.0,Technical
859,Female,41.0,37.0,66.0,22.0,ACADEMIC
4211,,,36.0,90.0,16.0,Technical
1623,Male,83.0,76.0,51.0,7.0,technical
473,Male,53.0,49.0,94.0,32.0,Academic
5040,Male ,48.0,42.0,47.0,17.0,Technical
2085,Male,78.0,39.0,,16.0,Technical
4819,Male,35.0,70.0,41.0,25.0,ACADEMIC
1111,Male,34.0,,81.0,31.0,Academic
2826,Male,,40.0,82.0,39.0,Technical
2102,Male,72.0,82.0,48.0,23.0,
537,male,79.0,38.0,85.0,34.0,Technical
1689,FEMALE,68.0,47.0,64.0,6.0,Technical
2285,,75.0,45.0,37.0,33.0,Technical
4392,Male,100.0,51.0,97.0,7.0,Technical 
5448,Male,94.0,55.0,61.0,31.0,Technical
5350,Male,59.0,87.0,34.0,34.0,Technical
4057,Female,97.0,38.0,49.0,22.0,Technical
1165,Male,96.0,70.0,68.0,27.0,Technical
3771,Male,56.0,69.0,39.0,28.0,
1166, Female,82.0,81.0,76.0,35.0,ACADEMIC
1549,Female,46.0,66.0,75.0,22.0,technical
2071,Male ,78.0,76.0,77.0,14.0,Technical
1147,Male,47.0,63.0,81.0,22.0,Technical
615,Male,54.0,95.0,,22.0,Technical
1008,Male,39.0,76.0,63.0,37.0,Technical 
811,Female,55.0,76.0,66.0,8.0,Technical
5045,Female,68.0,85.0,56.0,29.0,Technical
651,Male ,56.0,84.0,87.0,32.0,Technical
2499,Female,39.0,70.0,69.0,13.0,technical
4122,male,71.0,82.0,64.0,12.0,Technical
4871,Male,96.0,92.0,80.0,36.0,Technical 
3584,Female,95.0,93.0,87.0,5.0,Technical
2742,Male,64.0,86.0,51.0,10.0,Technical
616,male,77.0,74.0,76.0,30.0,Technical
1340,Male,84.0,80.0,48.0,5.0,Technical
3009,Male,39.0,74.0,96.0,12.0,Technical
990,Male,46.0,93.0,53.0,20.0,Technical
609, Female,95.0,62.0,41.0,13.0,Technical
1095,Male,77.0,63.0,51.0,21.0,Technical
1482,Male,63.0,66.0,60.0,22.0,Technical
2867,Female,56.0,95.0,77.0,13.0,technical
1614,Male,42.0,97.0,31.0,27.0,Technical
4353,Male ,80.0,82.0,74.0,20.0,Technical
642,Male ,60.0,92.0,66.0,10.0,technical
5354,male,,97.0,98.0,35.0,Technical
4430,Female,85.0,36.0,33.0,29.0,Technical
1104,Female,45.0,71.0,65.0,12.0,technical
1851,Female,93.0,39.0,57.0,18.0,Technical 
4316,Female,37.0,42.0,30.0,38.0,Technical
3977,Male,,71.0,30.0,5.0,Technical
3847,Female,58.0,71.0,33.0,35.0,Technical
3968,Female,97.0,68.0,28.0,26.0,Technical
2468,Female,39.0,100.0,95.0,17.0,Technical
901,Female,86.0,93.0,30.0,11.0,Technical
3002,Female,97.0,87.0,65.0,38.0,Technical
876,Male,69.0,93.0,71.0,28.0,Technical
966,Female,100.0,,79.0,21.0,Technical
3184,Female,83.0,70.0,52.0,27.0,Technical
1215,Female,95.0,39.0,44.0,17.0,Technical
2695,male,83.0,59.0,91.0,8.0,Technical
1039,Male,84.0,78.0,79.0,,Technical
2270,Male,86.0,40.0,34.0,17.0,Technical 
4487,Female,59.0,35.0,63.0,7.0,Academic
1231,Male ,58.0,92.0,27.0,26.0,ACADEMIC
4850,Female,89.0,51.0,45.0,31.0,Technical
678,Male ,64.0,75.0,42.0,33.0,Technical
5172,Female,,47.0,88.0,33.0,Technical
2549,male,69.0,,36.0,25.0,Technical
4367,Female,54.0,84.0,68.0,30.0,technical
1609,Female,55.0,96.0,29.0,33.0,Technical
4129,Female,76.0,80.0,75.0,26.0,Technical
5400,Male,99.0,91.0,31.0,8.0,Technical
1660,Female,37.0,67.0,58.0,7.0,Technical
4131,Female,78.0,63.0,28.0,39.0,Technical
398,male,86.0,95.0,79.0,34.0,Technical
3828,,,91.0,,40.0,Technical
5106,Male,,56.0,30.0,18.0,Technical 
2356,Male ,48.0,63.0,51.0,12.0,Technical
4842,Male,38.0,42.0,29.0,11.0,Technical
2692,Female,31.0,76.0,,29.0,Technical
4643,Male,74.0,87.0,44.0,8.0,Technical
5185,Male,62.0,68.0,26.0,13.0,Technical
2062,FEMALE,,67.0,50.0,26.0,Technical
1674,Female,81.0,100.0,66.0,27.0,Technical
5073,Female,60.0,59.0,68.0,,Technical
895,Male,34.0,35.0,51.0,,Academic
4562,Female,96.0,95.0,77.0,8.0,Technical
1958,Male,96.0,100.0,91.0,27.0,Technical
2043,Female,85.0,36.0,100.0,10.0,Technical
3065,Female,60.0,89.0,85.0,7.0,Technical
2851,Male,95.0,57.0,30.0,16.0,Technical
2023,Female,68.0,61.0,38.0,29.0,Technical 
1151,Male ,88.0,91.0,85.0,16.0,Technical
930,Male,54.0,54.0,30.0,8.0,Technical
5597,male,98.0,79.0,46.0,8.0,
350,Female,82.0,50.0,45.0,5.0,Technical
856,FEMALE,35.0,55.0,98.0,11.0,Academic
670,Male,,72.0,76.0,17.0,Technical
3754,Male,49.0,87.0,70.0,39.0,Technical
2512,Male,89.0,37.0,37.0,27.0,
5164,Male,68.0,76.0,85.0,40.0,ACADEMIC
3606,Female,36.0,50.0,86.0,10.0,Academic
1084,Male,,37.0,95.0,14.0,Academic
2383,FEMALE,85.0,55.0,45.0,23.0,ACADEMIC
4258,Female,93.0,81.0,94.0,14.0,Technical
3654,Male,78.0,67.0,46.0,11.0,Technical
4126,Female,97.0,53.0,86.0,32.0,Technical
221,Female,81.0,64.0,27.0,12.0,Technical
4156,Male,42.0,66.0,39.0,14.0,Technical
674,Female,41.0,97.0,50.0,7.0,Technical
3959,Male,56.0,absent,48.0,8.0,technical
714,FEMALE,43.0,47.0,61.0,35.0,Academic
3881, Female,37.0,99.0,94.0,36.0,Technical
1677,Male,56.0,61.0,72.0,17.0,Technical
4890,,45.0,71.0,88.0,27.0,ACADEMIC
3918,Female,49.0,72.0,58.0,40.0,Technical
3581,Male,93.0,67.0,54.0,33.0,Technical
1956,Male,,95.0,31.0,23.0,Technical
1140,Male,,70.0,64.0,32.0,Technical
3414,male,68.0,55.0,50.0,21.0,Technical 
2632,Female,,51.0,66.0,31.0,Academic
4931,male,59.0,92.0,54.0,26.0,technical
4595,Female,40.0,94.0,95.0,34.0,Technical
5061,Female,43.0,84.0,50.0,21.0,Technical
3102,male,64.0,90.0,90.0,28.0,Technical
149,Female,74.0,49.0,53.0,39.0,Technical
109,Female,61.0,79.0,81.0,22.0,Technical
2965,FEMALE,39.0,72.0,76.0,38.0,Technical
1569,Female,77.0,49.0,47.0,5.0,Technical
4956,Male,38.0,71.0,31.0,34.0,Technical
4779,Female,89.0,99.0,79.0,7.0,Technical
1593, Female,90.0,41.0,57.0,12.0,technical
4287,Male,98.0,57.0,41.0,12.0,Technical
2227,Female,82.0,96.0,67.0,13.0,Technical
4848, Female,59.0,89.0,,25.0,Technical
1971,Female,66.0,97.0,34.0,17.0,Technical
1604,Male,55.0,81.0,41.0,26.0,Technical
2575,Female,95.0,97.0,81.0,26.0,Technical
2278,Female,62.0,55.0,86.0,4.0,Technical
331,Female,61.0,81.0,94.0,18.0,technical
3856,Male,43.0,90.0,65.0,11.0,Technical
566,,42.0,93.0,91.0,19.0,Technical
4123,Female,63.0,52.0,55.0,7.0,Technical
3109,Female,50.0,,92.0,37.0,Academic
2048,Male,98.0,86.0,84.0,13.0,Technical
1513,Male,94.0,81.0,47.0,29.0,Technical
4661,Female,48.0,98.0,69.0,,Technical
4908,FEMALE,67.0,98.0,49.0,24.0,Technical
3458,Male,52.0,80.0,72.0,40.0,Technical
5418,Female,82.0,52.0,100.0,37.0,Technical
2466,Male,56.0,51.0,97.0,24.0,technical
1727,Male,100.0,67.0,35.0,26.0,
114, Female,41.0,88.0,43.0,20.0,Technical
1090,Male ,73.0,40.0,34.0,10.0,Technical
1305,Male,56.0,80.0,63.0,12.0,ACADEMIC
209,Male,78.0,71.0,64.0,19.0,Technical
3471,Male,82.0,57.0,85.0,14.0,ACADEMIC
4909,Male,50.0,,57.0,11.0,ACADEMIC
782,Male,46.0,68.0,50.0,32.0,Technical
1638,Female,41.0,66.0,65.0,24.0,Technical
3521,Female,55.0,96.0,85.0,31.0,Technical
4500,Male,94.0,,93.0,18.0,Technical
3498,Female,84.0,64.0,32.0,,Technical
4333,Male,72.0,95.0,86.0,20.0,Technical
2127,Female,60.0,70.0,84.0,5.0,Technical
5294,Female,70.0,86.0,71.0,13.0,ACADEMIC
5165,Female,81.0,85.0,80.0,34.0,ACADEMIC
1403,Male,68.0,97.0,38.0,27.0,Technical
3249,Female,93.0,99.0,41.0,30.0,Technical
2074,FEMALE,76.0,36.0,56.0,24.0,technical
2602,Male ,42.0,40.0,71.0,26.0,Academic
4927,Female,54.0,94.0,59.0,22.0,Technical
4337,FEMALE,89.0,41.0,25.0,35.0,Technical
2401,FEMALE,73.0,68.0,53.0,16.0,Technical
4713,Male,55.0,94.0,37.0,26.0,Technical
3439,Female,66.0,82.0,71.0,20.0,Technical
2642,Female,84.0,99.0,58.0,23.0,Technical
2327,FEMALE,45.0,absent,35.0,36.0,Technical
2630,Female,42.0,62.0,,16.0,ACADEMIC
4828,Female,69.0,63.0,88.0,35.0,Technical
1501,Male,77.0,89.0,41.0,25.0,Technical
1684,FEMALE,97.0,38.0,27.0,23.0,Technical
5551,Male,35.0,55.0,30.0,34.0,Technical
1096,Male,41.0,96.0,97.0,31.0,Technical
3942,Male,69.0,72.0,96.0,38.0,Technical
5049,Male ,64.0,48.0,85.0,12.0,Technical
2072,Female,77.0,65.0,79.0,15.0,Technical
1362,Female,72.0,59.0,32.0,15.0,Technical
4419,Male,36.0,86.0,28.0,40.0,ACADEMIC
937,Female,57.0,57.0,39.0,7.0,Technical
3924,male,40.0,95.0,96.0,8.0,Technical
1833,Female,87.0,96.0,50.0,,Technical
4348, Female,72.0,75.0,88.0,33.0,ACADEMIC
213,Female,55.0,40.0,71.0,12.0,Academic
4705,Female,65.0,64.0,63.0,20.0,Technical
3835, Female,38.0,76.0,69.0,35.0,Technical
4800,Female,31.0,77.0,31.0,26.0,Technical
4161,Male,55.0,84.0,29.0,29.0,Technical
2861,Male,85.0,63.0,68.0,25.0,Technical
1467, Female,94.0,43.0,53.0,12.0,ACADEMIC
5421,Male,89.0,67.0,87.0,13.0,Technical
1533,Male,42.0,74.0,98.0,11.0,Technical
4446,Male,86.0,92.0,65.0,23.0,Technical
3200,FEMALE,71.0,49.0,99.0,18.0,Technical
2139,,83.0,93.0,34.0,23.0,technical
324,Male,36.0,51.0,52.0,23.0,Academic
1258,Female,46.0,73.0,50.0,9.0,Technical
3174, Female,71.0,62.0,57.0,7.0,Technical
4536,Male,72.0,63.0,87.0,38.0,Technical
969,Female,54.0,95.0,75.0,14.0,ACADEMIC
2792,Female,46.0,97.0,65.0,27.0,Technical
5132,Male ,74.0,38.0,83.0,13.0,Technical
166,Female,77.0,55.0,26.0,-5.0,technical
1815,Male,79.0,,25.0,34.0,Technical
796,Female,49.0,63.0,87.0,31.0,Technical
3775,male,93.0,60.0,35.0,18.0,Technical
3844,male,79.0,71.0,32.0,16.0,Technical
4936,Male,80.0,66.0,57.0,32.0,Technical
766,FEMALE,67.0,37.0,60.0,,Technical
830,Male,92.0,81.0,86.0,24.0,Technical
4648,Female,91.0,100.0,96.0,7.0,Technical
2637,Female,32.0,96.0,52.0,38.0,Technical
2790,Male,70.0,86.0,84.0,8.0,Technical
4324,Female,34.0,86.0,55.0,14.0,Technical
4083,male,37.0,56.0,95.0,22.0,Academic
2387,Female,93.0,98.0,67.0,35.0,Technical
1891, Female,97.0,89.0,71.0,30.0,Technical
1521,Male,77.0,60.0,39.0,26.0,Technical
5555,Female,-15.0,82.0,97.0,17.0,Technical
5440,Male ,86.0,47.0,96.0,39.0,Technical
3134,Male,47.0,92.0,41.0,20.0,Technical
4945,Male ,85.0,36.0,91.0,8.0,Technical
1461,Male ,77.0,39.0,44.0,35.0,Technical
965,Male,64.0,97.0,92.0,14.0,Technical
4335,Male,86.0,45.0,41.0,19.0,
2406,Male,30.0,95.0,77.0,21.0,Technical
3926,Male,41.0,100.0,61.0,14.0,Technical
523,Male,52.0,47.0,89.0,40.0,Academic
2015,Male,44.0,52.0,,38.0,Technical
500,Female,56.0,51.0,53.0,9.0,technical
4544,male,73.0,83.0,58.0,38.0,technical
701,male,98.0,66.0,97.0,22.0,Technical
2566,Male,73.0,57.0,36.0,21.0,Technical
5287,Female,48.0,81.0,59.0,32.0,Technical
2173,Male,96.0,93.0,27.0,8.0,Technical 
635,Female,75.0,65.0,99.0,4.0,Technical
4056,Female,51.0,41.0,36.0,32.0,ACADEMIC
5428,Male,53.0,36.0,69.0,16.0,Academic
2686,Female,46.0,62.0,58.0,27.0,Technical
5055,Male,64.0,72.0,60.0,28.0,Technical
5598,Female,87.0,96.0,28.0,,Technical
3704,Male,76.0,59.0,54.0,8.0,Technical
2222,Male,98.0,59.0,39.0,35.0,Technical 
147,Male,98.0,94.0,38.0,7.0,Technical
2804,Male,55.0,72.0,100.0,33.0,Technical
2392,Male,88.0,87.0,99.0,37.0,Technical
2723,male,32.0,79.0,28.0,11.0,Technical
301,Female,94.0,41.0,89.0,32.0,ACADEMIC
2470,Female,70.0,66.0,52.0,22.0,ACADEMIC
3822,Female,91.0,64.0,,30.0,Technical
3250,FEMALE,53.0,59.0,25.0,40.0,Technical
2216,Male ,81.0,68.0,84.0,24.0,Technical
3053,FEMALE,54.0,,,21.0,Academic
1486,,78.0,74.0,99.0,32.0,Technical
4096,Male,49.0,79.0,72.0,35.0,Technical
3383,Female,65.0,100.0,,36.0,Technical
4251,Male,32.0,49.0,84.0,38.0,Academic
1045,Male,46.0,52.0,54.0,4.0,technical
3322,Male,34.0,35.0,39.0,16.0,Academic
1232,Male,95.0,40.0,29.0,35.0,Technical
2109,Male,71.0,,40.0,6.0,Technical
1038,Female,36.0,46.0,68.0,12.0,Academic
3996,Female,77.0,44.0,46.0,,Technical
248,Male,39.0,69.0,86.0,11.0,Technical
2150,Male,48.0,81.0,78.0,5.0,Technical
2971,Female,83.0,89.0,40.0,18.0,Technical
5221,Male,37.0,67.0,40.0,16.0,Technical
4878,Male,87.0,83.0,73.0,27.0,Technical
1784,Female,56.0,84.0,85.0,5.0,Technical
188,Female,60.0,56.0,36.0,36.0,Technical
328,Male,77.0,53.0,78.0,30.0,Technical
4037,Male,52.0,68.0,85.0,23.0,Technical
3129,Female,32.0,84.0,50.0,35.0,ACADEMIC
867,Female,43.0,79.0,80.0,11.0,Technical
3178,Male,79.0,81.0,69.0,40.0,Technical
629,FEMALE,57.0,71.0,26.0,9.0,technical
4540,Male ,58.0,73.0,78.0,37.0,Technical
5007,Female,79.0,70.0,90.0,20.0,Technical 
4509,Male,83.0,99.0,69.0,30.0,Technical
1444, Female,30.0,100.0,67.0,4.0,Technical
490,Female,59.0,39.0,66.0,32.0,
4539, Female,39.0,91.0,64.0,23.0,Technical
917,Female,36.0,69.0,98.0,21.0,Academic
3388, Female,90.0,90.0,91.0,28.0,Technical
865,Male,36.0,89.0,45.0,18.0,Technical
631,Female,46.0,40.0,99.0,15.0,Academic
4779,Female,89.0,99.0,79.0,7.0,Technical
3229,male,73.0,66.0,72.0,20.0,Technical
5586,FEMALE,80.0,60.0,68.0,4.0,Technical
4460,Male ,76.0,56.0,81.0,27.0,Technical
2832,FEMALE,56.0,55.0,72.0,,technical
2769,male,61.0,55.0,86.0,37.0,Technical
1390,Male,53.0,51.0,28.0,38.0,Technical
2361,FEMALE,32.0,94.0,49.0,23.0,ACADEMIC
4513,Female,69.0,54.0,32.0,31.0,Technical 
2581,Male ,67.0,62.0,78.0,31.0,Technical
1269,male,62.0,49.0,68.0,22.0,Technical
5263,Male,79.0,72.0,82.0,25.0,ACADEMIC
349,Female,51.0,43.0,58.0,21.0,Technical
1840,Male,44.0,91.0,90.0,15.0,Technical
148,FEMALE,82.0,72.0,missing,5.0,Technical 
1044,Female,73.0,44.0,,16.0,Technical
2791,Female,78.0,52.0,60.0,27.0,Technical
2254,Female,97.0,78.0,92.0,37.0,Technical
777,Male,100.0,57.0,45.0,7.0,Technical
758,Male ,35.0,55.0,63.0,4.0,Academic
890,Female,57.0,72.0,37.0,20.0,Technical
1761,Female,39.0,72.0,95.0,37.0,Technical
4159, Female,94.0,99.0,96.0,24.0,Technical
1516,Female,89.0,92.0,85.0,31.0,technical
3412,Female,100.0,37.0,32.0,8.0,Technical
385,Female,43.0,53.0,27.0,12.0,Technical
3058,Female,,47.0,92.0,23.0,Technical
254,Male,70.0,98.0,40.0,39.0,Technical
4069,Female,99.0,59.0,26.0,37.0,technical
843,Female,50.0,62.0,68.0,7.0,Technical 
834,FEMALE,85.0,81.0,54.0,32.0,Technical
5522,Male,,73.0,73.0,31.0,Technical
2416,Male,90.0,36.0,27.0,28.0,Technical
1099,Female,72.0,99.0,77.0,39.0,Technical
2028,Male,58.0,42.0,46.0,18.0,Technical
266,Female,36.0,81.0,87.0,20.0,technical
2774,,30.0,54.0,76.0,37.0,Academic
2820,Male,55.0,97.0,53.0,27.0,ACADEMIC
3123,Female,83.0,39.0,30.0,,Technical
828,Female,38.0,42.0,75.0,20.0,Academic
2083,Male,61.0,97.0,79.0,36.0,Technical
3411,Female,85.0,43.0,94.0,6.0,Technical
5284,Female,72.0,78.0,54.0,39.0,Technical
3395,Female,62.0,83.0,56.0,18.0,Technical
2392,Male,88.0,87.0,99.0,37.0,Technical
1219,Male,50.0,,100.0,39.0,Technical
4427,Male,74.0,63.0,90.0,38.0,Technical
2772,Male,65.0,82.0,91.0,35.0,Technical
4384,Male,72.0,97.0,36.0,13.0,Technical
2901,Female,62.0,36.0,78.0,7.0,Academic
5518,Male,74.0,,43.0,33.0,Technical 
4044,Male ,34.0,61.0,49.0,22.0,Technical
1173,Male,77.0,73.0,45.0,36.0,Technical
3468,Male,92.0,47.0,74.0,22.0,Technical
1270,Male,43.0,98.0,51.0,40.0,ACADEMIC
5358,FEMALE,99.0,82.0,27.0,34.0,technical
2781,Male,84.0,78.0,51.0,22.0,Technical
2970,Male,45.0,64.0,97.0,,Academic
3814,Female,64.0,39.0,78.0,38.0,Technical
4652,Male,53.0,86.0,56.0,30.0,Technical
2858,Female,46.0,79.0,61.0,28.0,Technical
303,Male,64.0,93.0,48.0,39.0,Technical
5500,Female,53.0,35.0,87.0,28.0,Academic
4469,Male,69.0,78.0,,11.0,Technical
4566,Male,,91.0,56.0,27.0,Technical
827,Male ,43.0,71.0,96.0,38.0,ACADEMIC
578,Female,34.0,36.0,43.0,18.0,Academic
3216,Female,50.0,39.0,91.0,35.0,Academic
611,Male ,60.0,70.0,36.0,25.0,Technical
5475,Male ,44.0,76.0,42.0,27.0,Technical
5380,Male,52.0,100.0,93.0,31.0,Technical
2207,Female,68.0,50.0,95.0,26.0,Technical
5197,Female,69.0,43.0,90.0,30.0,Technical
5015,Male,66.0,45.0,37.0,14.0,technical
2089,Male,79.0,69.0,95.0,24.0,Technical
3244,FEMALE,70.0,,44.0,39.0,Technical
4225,,69.0,56.0,31.0,11.0,Technical
1001,Male ,35.0,64.0,70.0,12.0,Technical
3444,Male,43.0,88.0,37.0,10.0,Technical
556,Male,77.0,64.0,53.0,,Technical
3044, Female,47.0,97.0,26.0,31.0,Technical
2467,Male,83.0,94.0,78.0,34.0,Technical
3523,FEMALE,59.0,76.0,27.0,9.0,Technical
1802,Male,65.0,55.0,60.0,26.0,Technical
1508,Female,39.0,72.0,61.0,5.0,Technical 
1365,Male,67.0,43.0,85.0,12.0,Technical
3007,male,90.0,76.0,98.0,37.0,Technical
1352,Male,44.0,,99.0,4.0,Academic
555,Male,52.0,64.0,37.0,21.0,Technical
1180,Female,84.0,63.0,67.0,38.0,Technical 
3119,Male,53.0,86.0,65.0,8.0,Technical
3242, Female,99.0,50.0,37.0,19.0,Technical
4698,Male,76.0,66.0,52.0,18.0,Technical
2338,Male,45.0,67.0,42.0,4.0,Technical
1144,Female,46.0,86.0,62.0,27.0,Technical
107,Male,70.0,50.0,82.0,15.0,Technical
2489,Female,48.0,69.0,36.0,11.0,Technical
3026,male,63.0,49.0,46.0,11.0,Technical
3834,Male,61.0,59.0,66.0,14.0,Technical
3203,Female,87.0,44.0,95.0,27.0,ACADEMIC
5445,Female,60.0,79.0,78.0,6.0,Technical
2214,Female,81.0,90.0,65.0,4.0,ACADEMIC
3490,Female,98.0,74.0,,,Technical
2044,Female,60.0,56.0,33.0,25.0,technical
3424,Female,66.0,68.0,43.0,37.0,Technical
586,Female,41.0,59.0,29.0,36.0,
888,Male,64.0,96.0,74.0,11.0,Technical
1114,Male,87.0,66.0,87.0,38.0,Technical
4802,Male,96.0,35.0,58.0,13.0,technical
2809,Male,72.0,95.0,85.0,40.0,Technical
449,Male,38.0,52.0,44.0,39.0,Technical
1714,Male,,57.0,59.0,15.0,Technical
3016,Female,88.0,80.0,45.0,6.0,Technical
1600,Female,92.0,53.0,62.0,36.0,Technical
4499,Male,80.0,85.0,55.0,34.0,Technical
4175,Female,57.0,64.0,92.0,20.0,technical
153,Female,87.0,94.0,51.0,19.0,Technical
3939,Female,92.0,56.0,69.0,31.0,Technical
1581,Female,72.0,99.0,36.0,22.0,technical
2908,FEMALE,61.0,86.0,44.0,4.0,Technical
4714,Male ,50.0,94.0,48.0,11.0,Technical 
1570,Female,79.0,86.0,72.0,25.0,Technical
4857,Male,33.0,41.0,47.0,23.0,Academic
3637, Female,,57.0,27.0,16.0,Technical
1579,male,67.0,67.0,79.0,19.0,Technical
2247, Female,33.0,89.0,80.0,8.0,Technical
2683,,32.0,62.0,34.0,38.0,Technical
1337,Female,85.0,94.0,76.0,18.0,technical
1006,Female,75.0,71.0,89.0,11.0,Technical
1672,Male,82.0,45.0,,,Technical
3806,Female,75.0,43.0,31.0,22.0,Technical
1916, Female,42.0,71.0,51.0,18.0,Technical 
1806,Male,91.0,35.0,87.0,23.0,Technical
1198,Male,86.0,54.0,100.0,16.0,Technical
1918,Female,32.0,42.0,31.0,8.0,Academic
4406,Male,32.0,64.0,85.0,29.0,Academic
5414,Female,53.0,99.0,48.0,15.0,Technical
3710,Female,82.0,88.0,91.0,21.0,
704,Male,78.0,100.0,47.0,19.0,Technical
2968,,79.0,53.0,30.0,21.0,Technical
1391,Male,83.0,62.0,65.0,18.0,Technical
3650,Female,59.0,71.0,75.0,39.0,technical
348,Female,80.0,67.0,66.0,25.0,Technical
1157,Female,99.0,85.0,79.0,22.0,technical
2432,,92.0,43.0,35.0,36.0,Technical 
443,Male,54.0,56.0,38.0,14.0,Technical
2228,Male,33.0,97.0,56.0,6.0,
2196,FEMALE,41.0,75.0,29.0,32.0,Technical
748, Female,45.0,47.0,63.0,8.0,Academic
2255,Male,50.0,65.0,76.0,29.0,technical
474,Female,82.0,86.0,55.0,11.0,Technical
738,Male,48.0,40.0,61.0,8.0,Academic
4412,Female,78.0,82.0,73.0,15.0,Technical
2891,,32.0,86.0,86.0,29.0,Technical
5153,Male ,54.0,100.0,79.0,22.0,Technical
2953,FEMALE,35.0,81.0,46.0,7.0,Technical
3170,Male ,48.0,75.0,80.0,17.0,Technical
1905, Female,91.0,75.0,39.0,20.0,Technical
4492,Female,45.0,77.0,33.0,19.0,Technical
4237,Female,60.0,73.0,39.0,25.0,technical
5466,Female,67.0,90.0,86.0,24.0,technical
2825,FEMALE,32.0,49.0,73.0,31.0,Academic
1499,Female,55.0,86.0,62.0,15.0,Technical
3140,Male ,69.0,92.0,100.0,15.0,Technical
4267,Male,33.0,39.0,31.0,,Academic
5362,Female,91.0,98.0,55.0,29.0,Technical
2947,Female,65.0,39.0,73.0,36.0,Technical
3168,Female,36.0,84.0,33.0,18.0,Technical
2331,Female,60.0,97.0,61.0,29.0,Technical
2301,Female,53.0,48.0,49.0,26.0,
3757, Female,61.0,53.0,51.0,,Technical
3989,Male ,94.0,91.0,68.0,17.0,Technical
4282,Female,42.0,71.0,51.0,28.0,Technical
918,Male,52.0,62.0,66.0,23.0,Technical
1970,Female,70.0,35.0,99.0,35.0,Academic
1703,Male,91.0,74.0,40.0,13.0,ACADEMIC
252,Male,100.0,41.0,32.0,32.0,Technical
2405,Female,62.0,56.0,,25.0,Technical
3089,FEMALE,58.0,82.0,67.0,37.0,Technical
305,Female,57.0,96.0,69.0,25.0,Technical
3440,Female,86.0,57.0,77.0,7.0,Technical
1278,FEMALE,32.0,50.0,74.0,6.0,Academic
4125,Female,49.0,96.0,35.0,35.0,Technical
1738,Male,86.0,41.0,61.0,33.0,ACADEMIC
2680,Female,92.0,51.0,71.0,31.0,Technical
151,Female,53.0,86.0,34.0,22.0,Technical
4829,Female,43.0,65.0,56.0,25.0,Technical
5417,Male,83.0,62.0,97.0,13.0,Technical
5548,Female,90.0,61.0,43.0,31.0,technical
3456,Male,44.0,51.0,36.0,34.0,Technical
949,Male,31.0,48.0,84.0,13.0,Academic
1440,Male,77.0,52.0,40.0,40.0,Technical
2956,Male,81.0,98.0,70.0,19.0,Technical
1780,Female,45.0,74.0,30.0,19.0,Technical 
4405,Female,71.0,58.0,31.0,21.0,Technical
595,Male,87.0,54.0,35.0,40.0,Technical
3988,Female,39.0,41.0,56.0,35.0,Academic
1208,Female,60.0,59.0,67.0,40.0,Technical
4550,Female,31.0,42.0,28.0,34.0,Academic
3917,Male,59.0,88.0,69.0,,Technical
2070,Male,86.0,91.0,72.0,20.0,Technical
3438,Female,70.0,,70.0,13.0,Technical
2329,male,74.0,76.0,79.0,23.0,ACADEMIC
4869,Female,100.0,36.0,53.0,27.0,Technical
5266,Female,69.0,93.0,81.0,33.0,Technical
4930,Male,95.0,44.0,30.0,35.0,Technical
697,Female,89.0,59.0,31.0,10.0,ACADEMIC
2533,Male ,75.0,84.0,91.0,18.0,Technical
2284,Male,60.0,71.0,51.0,12.0,technical
2752,Male,94.0,38.0,93.0,16.0,ACADEMIC
5577,Male,62.0,44.0,42.0,32.0,Technical
1240,Female,59.0,81.0,70.0,23.0,Technical
952,Female,35.0,42.0,52.0,5.0,Academic
1356,Male,86.0,,33.0,20.0,technical
1788,Male,67.0,55.0,50.0,13.0,technical
5391,Male ,46.0,63.0,27.0,,Technical
2969,Male,43.0,86.0,94.0,13.0,Technical
2200,Male,88.0,49.0,29.0,36.0,Technical 
287,Female,31.0,44.0,72.0,33.0,Academic
1808,Male,92.0,42.0,,22.0,Technical
3368,Female,73.0,75.0,37.0,15.0,Technical
1961,Female,99.0,50.0,83.0,22.0,Technical
3628,Female,71.0,89.0,33.0,19.0,Technical
4604,Male,59.0,50.0,75.0,37.0,Technical
397,Female,91.0,49.0,91.0,22.0,technical
5099,Female,93.0,35.0,35.0,40.0,ACADEMIC
947,male,69.0,36.0,91.0,22.0,Academic
4402,Female,33.0,93.0,36.0,,Technical
