RollNo,Gender,Math_Marks,Science_Marks,Arts_Marks,Study_Hours_Per_Week,Recommended_Stream
2355,Female,31,44,31,19,Academic
3371,Male,41,38,41,17,Academic
977,Female,40,72,34,33,Technical
2933,Male,62,91,40,30,Technical
4834,Female,49,74,96,32,Technical
1795,Male,69,69,59,20,Technical
4754,Female,39,49,33,30,Technical
4429,Female,34,95,29,24,Technical
1886,Male,66,90,34,20,Technical
658,Male,49,53,48,40,Technical
2716,Male,66,97,91,22,Technical
1919,Female,64,74,64,22,Technical
3082,Male,30,99,66,22,Technical
2316,Male,62,71,98,16,Technical
2640,Female,99,62,46,5,Technical
3826,Female,35,96,70,37,Technical
2905,Female,94,99,60,11,Technical
4066,Female,53,59,63,24,Technical
4695,Female,77,43,78,12,Technical
1820,Male,54,73,82,8,Technical
4758,Female,38,54,76,33,Academic
639,Female,40,52,96,16,Academic
1879,Male,36,70,65,14,Technical
2639,Female,57,89,71,6,Technical
3560,Female,39,41,69,23,Academic
1740,Female,51,66,59,26,Technical
1378,Female,51,53,40,19,Technical
3604,Male,95,82,95,6,Technical
4181,Female,77,93,54,6,Technical
2010,Male,89,40,51,4,Technical
1903,Male,51,67,72,26,Technical
562,Female,38,95,38,39,Technical
4803,Female,97,72,45,9,Technical
5107,Female,94,88,44,29,Technical
835,Male,57,52,35,30,Technical
2393,Male,81,67,69,30,Technical
2452,Female,79,48,91,36,Technical
3477,Female,72,96,93,38,Technical
1889,Male,81,93,47,34,Technical
2712,Male,86,52,81,29,Academic
4929,Male,62,43,30,33,Technical
512,Female,55,78,51,26,Technical
4121,Male,95,43,99,30,Technical
3518,Female,55,95,60,26,Technical
5188,Male,48,82,26,16,Technical
1730,Female,93,49,87,29,Technical
5270,Male,36,90,42,29,Technical
3431,Female,60,82,76,27,Technical
2020,Female,53,49,25,36,Technical
5559,Female,54,58,92,8,Technical
3239,Female,45,51,48,5,Technical
498,Male,69,68,93,23,Technical
2521,Male,70,55,71,23,Technical
622,Male,67,59,65,24,Technical
1304,Male,52,73,41,39,Technical
1335,Female,70,65,100,32,Technical
4453,Male,77,41,52,30,Technical
5017,Male,81,60,38,6,Technical
3948,Female,63,72,61,12,Technical
3689,Male,66,96,41,39,Technical
3061,Male,100,68,26,7,Technical
3398,Male,32,86,100,7,Technical
3800,Male,66,52,58,22,Technical
4517,Male,35,79,82,29,Technical
5191,Male,68,44,46,19,Technical
203,Male,90,78,93,19,Technical
5585,Female,86,70,68,20,Technical
4098,Male,97,43,68,24,Technical
2702,Male,71,55,92,27,Technical
1200,Male,52,79,56,11,Technical
2589,Female,44,85,28,20,Technical
1089,Male,60,86,63,12,Technical
5177,Female,91,57,32,24,Technical
4167,Male,98,88,46,10,Technical
431,Male,59,44,78,29,Technical
2311,Female,98,61,37,19,Technical
1972,Male,80,91,47,4,Technical
4799,Male,33,62,60,13,Technical
5563,Male,68,77,35,39,Technical
5367,Male,56,56,46,39,Technical
3290,Female,92,53,62,33,Technical
5261,Female,82,86,59,9,Technical
3669,Female,52,72,51,20,Technical
3663,Female,57,39,78,8,Academic
3161,Male,77,68,26,36,Technical
5424,Female,50,90,50,40,Technical
3163,Male,46,67,78,5,Technical
2738,Female,91,86,63,10,Technical
4906,Male,75,68,61,20,Technical
1400,Female,66,86,93,20,Technical
4497,Male,34,36,67,24,Academic
5347,Female,38,84,67,18,Technical
5032,Male,31,94,59,17,Technical
657,Male,74,41,94,18,Technical
3759,Female,68,76,85,22,Academic
2224,Male,57,48,93,16,Academic
3289,Female,77,61,58,18,Technical
403,Female,71,80,55,12,Technical
3998,Female,38,70,47,8,Academic
3023,Female,61,42,61,25,Technical
3158,Male,83,76,35,22,Technical
276,Male,71,53,84,15,Technical
4278,Female,33,79,54,9,Technical
4230,Male,50,95,47,14,Technical
540,Male,56,75,88,15,Academic
3674,Male,93,92,45,39,Technical
347,Male,98,99,26,21,Technical
3544,Female,30,77,25,37,Technical
3607,Female,84,50,96,16,Technical
379,Female,70,51,31,14,Technical
5573,Male,69,68,89,33,Technical
2436,Male,45,79,84,14,Technical
690,Male,45,39,52,35,Academic
3311,Male,81,84,65,26,Technical
4149,Female,49,84,67,16,Technical
3692,Male,76,67,42,25,Technical
3167,Male,38,51,73,19,Academic
4309,Male,54,37,70,14,Academic
1042,Female,65,93,63,30,Academic
117,Male,46,94,84,13,Technical
667,Male,70,48,62,35,Technical
2431,Male,82,78,49,16,Technical
3867,Female,67,99,75,39,Technical
1760,Male,96,61,36,31,Technical
4783,Female,93,62,43,9,Technical
2585,Male,75,94,96,30,Technical
2991,Male,74,44,35,9,Technical
1029,Female,60,68,40,24,Technical
5156,Female,44,89,75,33,Technical
2515,Male,58,72,73,12,Technical
4845,Male,61,67,76,16,Technical
3823,Female,45,67,59,38,Technical
1955,Female,90,72,42,31,Technical
399,Female,58,50,28,18,Technical
2771,Female,80,53,70,39,Technical
5390,Female,65,51,100,22,Technical
1845,Male,97,96,87,15,Technical
4415,Female,83,89,96,32,Technical
4444,Female,89,51,92,30,Technical
1902,Female,45,63,70,19,Technical
3925,Male,60,72,71,25,Technical
5544,Female,55,61,96,28,Technical
4370,Female,53,40,84,40,Academic
5422,Male,94,88,54,4,Technical
4455,Female,63,64,81,30,Technical
1642,Male,95,93,70,8,Technical
1035,Male,87,80,59,10,Technical
185,Male,94,43,42,36,Technical
4703,Female,35,90,31,21,Technical
3263,Female,59,84,53,15,Technical
145,Male,70,64,95,6,Technical
4410,Female,60,65,77,6,Technical
3780,Male,63,41,95,32,Academic
567,Male,80,66,82,39,Technical
4208,Male,65,95,68,29,Technical
603,Male,78,62,25,39,Technical
1945,Female,48,42,94,29,Academic
2146,Female,75,55,90,22,Technical
1541,Female,39,47,75,18,Academic
593,Male,51,52,35,11,Technical
1312,Female,51,52,43,9,Technical
2417,Male,37,46,71,19,Academic
5003,Male,97,91,41,38,Technical
3940,Female,82,56,73,7,Technical
1819,Female,30,81,62,33,Technical
3308,Female,76,39,77,16,Technical
694,Male,73,56,93,17,Technical
5233,Male,97,42,99,35,Technical
4235,Male,50,100,82,40,Technical
4104,Male,39,60,57,26,Technical
475,Male,99,68,47,11,Technical
1446,Male,66,57,73,38,Technical
1498,Male,37,82,27,15,Technical
3042,Female,97,66,37,36,Technical
1627,Male,83,42,93,33,Technical
2552,Female,84,88,75,34,Technical
2707,Male,66,57,26,22,Academic
2567,Male,85,51,29,15,Technical
2001,Female,33,58,82,39,Academic
4332,Female,62,87,54,23,Technical
2022,Male,66,78,28,39,Technical
3886,Male,86,51,57,19,Technical
4984,Male,77,93,52,21,Technical
445,Male,42,89,32,39,Academic
4642,Female,37,36,40,30,Academic
2900,Male,44,68,80,7,Technical
4883,Male,85,89,86,5,Academic
1664,Male,43,83,100,16,Technical
2625,Female,66,99,61,33,Technical
921,Female,66,85,61,11,Technical
5491,Male,44,59,36,16,Technical
4942,Female,77,88,77,22,Technical
3457,Female,75,78,35,20,Technical
4859,Male,54,77,62,11,Technical
1327,Male,100,79,50,22,Technical
4442,Male,63,57,41,16,Technical
226,Male,95,43,26,22,Technical
1245,Male,47,64,58,9,Technical
910,Male,36,64,68,14,Technical
5245,Male,64,46,46,29,Technical
5341,Female,42,45,57,37,Academic
5514,Male,94,93,33,16,Technical
4924,Female,67,68,61,40,Technical
3442,Female,76,41,65,36,Technical
5083,Male,40,58,72,16,Academic
4152,Female,44,95,58,5,Technical
5187,Female,74,63,43,17,Technical
1736,Male,81,64,85,23,Technical
591,Male,77,68,39,33,Technical
4448,Female,83,68,57,6,Technical
1394,Female,67,91,52,39,Technical
1923,Female,63,36,34,25,Technical
2009,Male,57,98,66,19,Technical
4644,Male,57,41,62,24,Technical
1476,Female,70,64,69,34,Technical
3569,Female,100,68,47,13,Technical
672,Female,42,76,50,35,Technical
3882,Female,66,58,96,18,Technical
995,Female,62,50,38,18,Technical
2021,Male,56,81,83,35,Technical
711,Male,45,64,62,40,Technical
1683,Female,81,94,52,4,Technical
4692,Male,66,59,80,30,Academic
3718,Female,55,65,92,19,Technical
364,Female,66,42,61,39,Technical
2578,Female,65,78,100,40,Technical
2744,Male,38,48,35,40,Technical
4892,Female,61,59,55,22,Technical
4899,Male,94,57,72,39,Technical
5097,Male,51,95,81,23,Technical
5183,Female,96,37,48,9,Technical
5420,Female,78,75,98,28,Technical
3075,Male,35,88,62,38,Technical
394,Male,62,82,95,25,Technical
5113,Female,64,70,32,31,Technical
2775,Female,56,98,31,6,Technical
4283,Female,75,49,95,31,Technical
2154,Female,87,40,39,38,Technical
4633,Male,63,87,36,32,Technical
1433,Male,97,66,71,24,Technical
3699,Male,30,78,34,28,Technical
3196,Female,67,93,81,33,Technical
3209,Female,92,68,27,23,Technical
4518,Female,98,45,72,21,Technical
4329,Female,43,71,97,16,Technical
110,Male,49,56,40,8,Technical
637,Female,98,96,90,4,Technical
1999,Male,40,48,37,23,Technical
590,Female,74,76,68,17,Technical
2788,Female,39,43,35,38,Technical
2661,Female,31,94,76,34,Technical
3773,Female,91,97,89,35,Technical
3795,Male,46,98,94,33,Technical
3947,Female,66,75,72,6,Technical
4268,Male,77,63,73,27,Technical
3281,Male,36,94,72,18,Technical
1188,Male,54,84,58,22,Technical
5295,Male,40,44,50,11,Academic
1682,Male,66,41,70,9,Technical
702,Male,70,55,75,40,Technical
4624,Female,59,78,0,37,Technical
4955,Male,65,60,87,19,Technical
1700,Male,46,39,63,20,Academic
941,Male,51,75,67,24,Academic
943,Male,66,99,41,10,Technical
5515,Male,66,85,76,23,Technical
706,Male,36,49,55,11,Academic
1272,Female,50,52,29,24,Technical
2081,Male,54,43,96,28,Academic
1803,Male,39,52,95,22,Technical
2374,Female,60,59,81,14,Technical
3846,Male,59,42,47,11,Academic
5587,Male,83,44,51,8,Technical
3979,Male,55,90,47,5,Technical
3197,Female,48,44,37,21,Academic
3857,Male,66,84,53,22,Technical
5443,Male,45,90,32,15,Technical
1527,Male,30,59,83,18,Academic
5503,Female,73,99,42,33,Technical
4009,Female,69,77,52,39,Technical
367,Female,46,94,56,16,Academic
2000,Female,53,67,30,40,Technical
1137,Male,36,62,69,22,Technical
5436,Female,59,36,48,4,Technical
3205,Female,96,42,66,34,Technical
521,Female,57,53,54,4,Technical
1064,Male,57,52,84,33,Technical
3594,Male,58,68,82,4,Technical
3335,Male,56,59,42,15,Technical
2221,Female,93,59,81,16,Technical
4575,Female,79,97,63,31,Technical
3181,Female,66,78,94,21,Technical
795,Male,93,45,92,37,Technical
467,Male,84,50,66,34,Technical
5337,Female,60,89,72,29,Academic
1382,Female,53,69,72,25,Technical
3261,Male,94,53,36,16,Technical
4589,Male,55,67,63,8,Technical
2857,Male,40,36,88,8,Academic
4700,Female,68,66,40,22,Academic
5293,Female,98,71,65,9,Technical
5374,Male,84,35,65,16,Academic
4767,Male,54,58,64,17,Technical
180,Male,50,92,87,11,Technical
2974,Male,51,61,62,40,Technical
3904,Female,93,40,49,40,Technical
3537,Male,91,72,72,39,Technical
1949,Male,74,75,100,29,Academic
4837,Female,65,66,57,26,Technical
3507,Female,33,83,88,28,Technical
4387,Female,78,52,84,33,Technical
838,Female,50,64,29,10,Technical
3079,Female,66,77,96,38,Technical
3695,Male,60,92,26,37,Technical
2107,Male,66,59,72,22,Technical
3810,Female,32,60,95,40,Academic
2176,Female,48,49,27,33,Technical
3213,Female,66,79,36,21,Technical
3769,Male,80,85,57,11,Technical
2347,Male,51,54,62,27,Technical
5124,Female,83,70,28,5,Technical
1629,Female,57,52,46,21,Technical
1226,Female,99,71,90,7,Technical
5292,Female,80,50,66,30,Technical
4599,Male,73,64,32,26,Technical
5198,Male,56,40,70,35,Academic
5002,Male,82,56,35,20,Technical
229,Male,66,66,92,26,Academic
358,Female,47,45,94,33,Technical
2609,Female,58,87,85,23,Technical
3733,Male,49,73,50,23,Technical
3855,Male,85,51,91,19,Technical
4188,Female,32,41,56,30,Academic
3962,Female,35,49,42,20,Technical
5050,Female,61,73,43,10,Technical
4958,Female,80,76,27,8,Technical
5458,Female,67,92,35,25,Technical
4421,Female,77,46,70,14,Academic
705,Male,47,48,56,35,Technical
3657,Female,89,96,85,23,Technical
1777,Male,31,57,79,31,Academic
4067,Male,46,78,67,4,Technical
2268,Male,78,39,36,11,Academic
3543,Male,75,35,35,38,Technical
5314,Female,79,68,80,8,Technical
3469,Male,97,39,59,6,Technical
3939,Female,92,56,69,31,Technical
1834,Male,45,87,91,17,Technical
2312,Female,81,53,59,21,Technical
3036,Female,83,77,37,22,Academic
4707,Female,66,46,51,28,Technical
5194,Male,88,38,0,13,Technical
2110,Male,44,95,47,27,Technical
4291,Female,62,59,57,13,Technical
3862,Female,73,74,74,28,Technical
4824,Male,86,57,79,11,Technical
280,Female,96,73,42,10,Academic
2949,Female,80,83,91,36,Technical
653,Female,50,87,72,20,Technical
2091,Female,85,73,66,26,Technical
5542,Male,88,68,80,27,Technical
4993,Female,68,100,25,14,Technical
108,Female,92,37,73,19,Technical
1143,Male,59,38,65,24,Technical
4873,Female,45,41,90,10,Academic
2700,Male,65,68,35,28,Technical
2979,Female,48,44,25,19,Technical
682,Female,76,42,61,10,Technical
2885,Male,90,57,50,27,Technical
5220,Female,83,80,75,11,Technical
5582,Female,76,81,94,36,Technical
1507,Female,58,86,51,7,Technical
3626,Male,63,93,78,15,Technical
3416,Female,77,81,27,22,Technical
2859,Female,55,74,62,12,Technical
3716,Male,92,87,95,8,Technical
3933,Female,58,57,29,25,Technical
4086,Female,31,35,27,14,Academic
1647,Male,49,50,85,34,Academic
2619,Female,95,61,59,29,Technical
1210,Male,44,92,95,34,Technical
2836,Female,39,65,39,22,Technical
2714,Female,61,80,47,31,Technical
3791,Female,66,39,67,27,Technical
2395,Female,50,68,56,25,Technical
4538,Female,90,100,90,7,Technical
3734,Male,95,100,73,38,Technical
131,Female,47,62,38,15,Technical
1345,Female,32,86,53,17,Technical
4564,Male,100,81,55,25,Technical
514,Female,34,38,51,34,Academic
1934,Female,67,95,86,35,Technical
3137,Male,93,52,74,8,Technical
127,Male,81,73,41,27,Technical
5227,Female,61,72,61,22,Technical
2454,Female,68,65,38,4,Technical
1424,Male,81,99,42,13,Technical
4085,Male,76,46,38,27,Technical
4992,Female,74,92,74,32,Technical
2897,Female,94,57,83,12,Technical
859,Female,41,37,66,22,Academic
1623,Male,83,76,51,7,Technical
473,Male,53,49,94,32,Academic
5040,Male,48,42,47,17,Technical
2085,Male,78,39,62,16,Technical
4819,Male,35,70,41,25,Academic
1111,Male,34,68,81,31,Academic
2826,Male,66,40,82,39,Technical
537,Male,79,38,85,34,Technical
1689,Female,68,47,64,6,Technical
4392,Male,100,51,97,7,Technical
5448,Male,94,55,61,31,Technical
5350,Male,59,87,34,34,Technical
4057,Female,97,38,49,22,Technical
1165,Male,96,70,68,27,Technical
1166,Female,82,81,76,35,Academic
1549,Female,46,66,75,22,Technical
2071,Male,78,76,77,14,Technical
1147,Male,47,63,81,22,Technical
615,Male,54,95,62,22,Technical
1008,Male,39,76,63,37,Technical
811,Female,55,76,66,8,Technical
5045,Female,68,85,56,29,Technical
651,Male,56,84,87,32,Technical
2499,Female,39,70,69,13,Technical
4122,Male,71,82,64,12,Technical
4871,Male,96,92,80,36,Technical
3584,Female,95,93,87,5,Technical
2742,Male,64,86,51,10,Technical
616,Male,77,74,76,30,Technical
1340,Male,84,80,48,5,Technical
3009,Male,39,74,96,12,Technical
609,Female,95,62,41,13,Technical
1095,Male,77,63,51,21,Technical
1482,Male,63,66,60,22,Technical
2867,Female,56,95,77,13,Technical
1614,Male,42,97,31,27,Technical
4353,Male,80,82,74,20,Technical
642,Male,60,92,66,10,Technical
5354,Male,66,97,98,35,Technical
4430,Female,85,36,33,29,Technical
1104,Female,45,71,65,12,Technical
1851,Female,93,39,57,18,Technical
4316,Female,37,42,30,38,Technical
3977,Male,66,71,30,5,Technical
3847,Female,58,71,33,35,Technical
3968,Female,97,68,28,26,Technical
2468,Female,39,100,95,17,Technical
901,Female,86,93,30,11,Technical
3002,Female,97,87,65,38,Technical
876,Male,69,93,71,28,Technical
966,Female,100,68,79,21,Technical
3184,Female,83,70,52,27,Technical
1215,Female,95,39,44,17,Technical
2695,Male,83,59,91,8,Technical
1039,Male,84,78,79,22,Technical
2270,Male,86,40,34,17,Technical
4487,Female,59,35,63,7,Academic
1231,Male,58,92,27,26,Academic
4850,Female,89,51,45,31,Technical
5172,Female,66,47,88,33,Technical
2549,Male,69,68,36,25,Technical
4367,Female,54,84,68,30,Technical
1609,Female,55,96,29,33,Technical
4129,Female,76,80,75,26,Technical
5400,Male,99,91,31,8,Technical
1660,Female,37,67,58,7,Technical
4131,Female,78,63,28,39,Technical
398,Male,86,95,79,34,Technical
5106,Male,66,56,30,18,Technical
2356,Male,48,63,51,12,Technical
4842,Male,38,42,29,11,Technical
2692,Female,31,76,62,29,Technical
4643,Male,74,87,44,8,Technical
5185,Male,62,68,26,13,Technical
2062,Female,66,67,50,26,Technical
1674,Female,81,100,66,27,Technical
5073,Female,60,59,68,22,Technical
895,Male,34,35,51,22,Academic
4562,Female,96,95,77,8,Technical
1958,Male,96,100,91,27,Technical
2043,Female,85,36,100,10,Technical
3065,Female,60,89,85,7,Technical
2851,Male,95,57,30,16,Technical
2023,Female,68,61,38,29,Technical
1151,Male,88,91,85,16,Technical
930,Male,54,54,30,8,Technical
350,Female,82,50,45,5,Technical
856,Female,35,55,98,11,Academic
670,Male,66,72,76,17,Technical
3754,Male,49,87,70,39,Technical
5164,Male,68,76,85,40,Academic
3606,Female,36,50,86,10,Academic
1084,Male,66,37,95,14,Academic
2383,Female,85,55,45,23,Academic
4258,Female,93,81,94,14,Technical
3654,Male,78,67,46,11,Technical
4126,Female,97,53,86,32,Technical
221,Female,81,64,27,12,Technical
4156,Male,42,66,39,14,Technical
674,Female,41,97,50,7,Technical
3959,Male,56,68,48,8,Technical
714,Female,43,47,61,35,Academic
3881,Female,37,99,94,36,Technical
1677,Male,56,61,72,17,Technical
3918,Female,49,72,58,40,Technical
3581,Male,93,67,54,33,Technical
1956,Male,66,95,31,23,Technical
1140,Male,66,70,64,32,Technical
3414,Male,68,55,50,21,Technical
2632,Female,66,51,66,31,Academic
4931,Male,59,92,54,26,Technical
4595,Female,40,94,95,34,Technical
5061,Female,43,84,50,21,Technical
3102,Male,64,90,90,28,Technical
149,Female,74,49,53,39,Technical
109,Female,61,79,81,22,Technical
2965,Female,39,72,76,38,Technical
1569,Female,77,49,47,5,Technical
4956,Male,38,71,31,34,Technical
4779,Female,89,99,79,7,Technical
1593,Female,90,41,57,12,Technical
4287,Male,98,57,41,12,Technical
2227,Female,82,96,67,13,Technical
1971,Female,66,97,34,17,Technical
1604,Male,55,81,41,26,Technical
2575,Female,95,97,81,26,Technical
2278,Female,62,55,86,4,Technical
331,Female,61,81,94,18,Technical
3856,Male,43,90,65,11,Technical
4123,Female,63,52,55,7,Technical
3109,Female,50,68,92,37,Academic
2048,Male,98,86,84,13,Technical
1513,Male,94,81,47,29,Technical
4661,Female,48,98,69,22,Technical
4908,Female,67,98,49,24,Technical
3458,Male,52,80,72,40,Technical
5418,Female,82,52,100,37,Technical
2466,Male,56,51,97,24,Technical
114,Female,41,88,43,20,Technical
1090,Male,73,40,34,10,Technical
1305,Male,56,80,63,12,Academic
209,Male,78,71,64,19,Technical
3471,Male,82,57,85,14,Academic
4909,Male,50,68,57,11,Academic
782,Male,46,68,50,32,Technical
1638,Female,41,66,65,24,Technical
3521,Female,55,96,85,31,Technical
4500,Male,94,68,93,18,Technical
3498,Female,84,64,32,22,Technical
4333,Male,72,95,86,20,Technical
2127,Female,60,70,84,5,Technical
5294,Female,70,86,71,13,Academic
5165,Female,81,85,80,34,Academic
3249,Female,93,99,41,30,Technical
2074,Female,76,36,56,24,Technical
2602,Male,42,40,71,26,Academic
4927,Female,54,94,59,22,Technical
4337,Female,89,41,25,35,Technical
2401,Female,73,68,53,16,Technical
4713,Male,55,94,37,26,Technical
3439,Female,66,82,71,20,Technical
2642,Female,84,99,58,23,Technical
2327,Female,45,68,35,36,Technical
2630,Female,42,62,62,16,Academic
4828,Female,69,63,88,35,Technical
1501,Male,77,89,41,25,Technical
1684,Female,97,38,27,23,Technical
5551,Male,35,55,30,34,Technical
1096,Male,41,96,97,31,Technical
3942,Male,69,72,96,38,Technical
5049,Male,64,48,85,12,Technical
2072,Female,77,65,79,15,Technical
1362,Female,72,59,32,15,Technical
4419,Male,36,86,28,40,Academic
937,Female,57,57,39,7,Technical
3924,Male,40,95,96,8,Technical
1833,Female,87,96,50,22,Technical
4348,Female,72,75,88,33,Academic
213,Female,55,40,71,12,Academic
4705,Female,65,64,63,20,Technical
3835,Female,38,76,69,35,Technical
4800,Female,31,77,31,26,Technical
4161,Male,55,84,29,29,Technical
2861,Male,85,63,68,25,Technical
1467,Female,94,43,53,12,Academic
5421,Male,89,67,87,13,Technical
1533,Male,42,74,98,11,Technical
4446,Male,86,92,65,23,Technical
3200,Female,71,49,99,18,Technical
324,Male,36,51,52,23,Academic
1258,Female,46,73,50,9,Technical
3174,Female,71,62,57,7,Technical
4536,Male,72,63,87,38,Technical
969,Female,54,95,75,14,Academic
2792,Female,46,97,65,27,Technical
5132,Male,74,38,83,13,Technical
1815,Male,79,68,25,34,Technical
796,Female,49,63,87,31,Technical
3775,Male,93,60,35,18,Technical
3844,Male,79,71,32,16,Technical
4936,Male,80,66,57,32,Technical
766,Female,67,37,60,22,Technical
830,Male,92,81,86,24,Technical
4648,Female,91,100,96,7,Technical
2637,Female,32,96,52,38,Technical
2790,Male,70,86,84,8,Technical
4324,Female,34,86,55,14,Technical
4083,Male,37,56,95,22,Academic
2387,Female,93,98,67,35,Technical
1891,Female,97,89,71,30,Technical
1521,Male,77,60,39,26,Technical
5440,Male,86,47,96,39,Technical
3134,Male,47,92,41,20,Technical
4945,Male,85,36,91,8,Technical
1461,Male,77,39,44,35,Technical
965,Male,64,97,92,14,Technical
2406,Male,30,95,77,21,Technical
3926,Male,41,100,61,14,Technical
523,Male,52,47,89,40,Academic
2015,Male,44,52,62,38,Technical
500,Female,56,51,53,9,Technical
4544,Male,73,83,58,38,Technical
701,Male,98,66,97,22,Technical
2566,Male,73,57,36,21,Technical
5287,Female,48,81,59,32,Technical
2173,Male,96,93,27,8,Technical
635,Female,75,65,99,4,Technical
4056,Female,51,41,36,32,Academic
5428,Male,53,36,69,16,Academic
2686,Female,46,62,58,27,Technical
5055,Male,64,72,60,28,Technical
5598,Female,87,96,28,22,Technical
3704,Male,76,59,54,8,Technical
2222,Male,98,59,39,35,Technical
147,Male,98,94,38,7,Technical
2804,Male,55,72,100,33,Technical
2392,Male,88,87,99,37,Technical
301,Female,94,41,89,32,Academic
2470,Female,70,66,52,22,Academic
3822,Female,91,64,62,30,Technical
3250,Female,53,59,25,40,Technical
2216,Male,81,68,84,24,Technical
3053,Female,54,68,62,21,Academic
4096,Male,49,79,72,35,Technical
3383,Female,65,100,62,36,Technical
4251,Male,32,49,84,38,Academic
1045,Male,46,52,54,4,Technical
3322,Male,34,35,39,16,Academic
1232,Male,95,40,29,35,Technical
2109,Male,71,68,40,6,Technical
1038,Female,36,46,68,12,Academic
3996,Female,77,44,46,22,Technical
248,Male,39,69,86,11,Technical
2150,Male,48,81,78,5,Technical
2971,Female,83,89,40,18,Technical
5221,Male,37,67,40,16,Technical
4878,Male,87,83,73,27,Technical
1784,Female,56,84,85,5,Technical
188,Female,60,56,36,36,Technical
328,Male,77,53,78,30,Technical
4037,Male,52,68,85,23,Technical
3129,Female,32,84,50,35,Academic
867,Female,43,79,80,11,Technical
3178,Male,79,81,69,40,Technical
629,Female,57,71,26,9,Technical
4540,Male,58,73,78,37,Technical
5007,Female,79,70,90,20,Technical
4509,Male,83,99,69,30,Technical
1444,Female,30,100,67,4,Technical
4539,Female,39,91,64,23,Technical
917,Female,36,69,98,21,Academic
3388,Female,90,90,91,28,Technical
865,Male,36,89,45,18,Technical
631,Female,46,40,99,15,Academic
3229,Male,73,66,72,20,Technical
5586,Female,80,60,68,4,Technical
4460,Male,76,56,81,27,Technical
2832,Female,56,55,72,22,Technical
2769,Male,61,55,86,37,Technical
1390,Male,53,51,28,38,Technical
2361,Female,32,94,49,23,Academic
4513,Female,69,54,32,31,Technical
2581,Male,67,62,78,31,Technical
1269,Male,62,49,68,22,Technical
5263,Male,79,72,82,25,Academic
349,Female,51,43,58,21,Technical
1840,Male,44,91,90,15,Technical
148,Female,82,72,62,5,Technical
1044,Female,73,44,62,16,Technical
2791,Female,78,52,60,27,Technical
2254,Female,97,78,92,37,Technical
777,Male,100,57,45,7,Technical
758,Male,35,55,63,4,Academic
890,Female,57,72,37,20,Technical
1761,Female,39,72,95,37,Technical
1516,Female,89,92,85,31,Technical
3412,Female,100,37,32,8,Technical
385,Female,43,53,27,12,Technical
3058,Female,66,47,92,23,Technical
254,Male,70,98,40,39,Technical
4069,Female,99,59,26,37,Technical
843,Female,50,62,68,7,Technical
834,Female,85,81,54,32,Technical
5522,Male,66,73,73,31,Technical
2416,Male,90,36,27,28,Technical
1099,Female,72,99,77,39,Technical
2028,Male,58,42,46,18,Technical
266,Female,36,81,87,20,Technical
2820,Male,55,97,53,27,Academic
3123,Female,83,39,30,22,Technical
828,Female,38,42,75,20,Academic
2083,Male,61,97,79,36,Technical
3411,Female,85,43,94,6,Technical
5284,Female,72,78,54,39,Technical
3395,Female,62,83,56,18,Technical
1219,Male,50,68,100,39,Technical
4427,Male,74,63,90,38,Technical
2772,Male,65,82,91,35,Technical
4384,Male,72,97,36,13,Technical
2901,Female,62,36,78,7,Academic
5518,Male,74,68,43,33,Technical
4044,Male,34,61,49,22,Technical
1173,Male,77,73,45,36,Technical
3468,Male,92,47,74,22,Technical
1270,Male,43,98,51,40,Academic
5358,Female,99,82,27,34,Technical
2781,Male,84,78,51,22,Technical
2970,Male,45,64,97,22,Academic
3814,Female,64,39,78,38,Technical
4652,Male,53,86,56,30,Technical
2858,Female,46,79,61,28,Technical
303,Male,64,93,48,39,Technical
5500,Female,53,35,87,28,Academic
4469,Male,69,78,62,11,Technical
4566,Male,66,91,56,27,Technical
827,Male,43,71,96,38,Academic
578,Female,34,36,43,18,Academic
3216,Female,50,39,91,35,Academic
611,Male,60,70,36,25,Technical
5475,Male,44,76,42,27,Technical
5380,Male,52,100,93,31,Technical
2207,Female,68,50,95,26,Technical
5197,Female,69,43,90,30,Technical
5015,Male,66,45,37,14,Technical
2089,Male,79,69,95,24,Technical
3244,Female,70,68,44,39,Technical
1001,Male,35,64,70,12,Technical
3444,Male,43,88,37,10,Technical
556,Male,77,64,53,22,Technical
3044,Female,47,97,26,31,Technical
2467,Male,83,94,78,34,Technical
3523,Female,59,76,27,9,Technical
1802,Male,65,55,60,26,Technical
1508,Female,39,72,61,5,Technical
1365,Male,67,43,85,12,Technical
3007,Male,90,76,98,37,Technical
1352,Male,44,68,99,4,Academic
555,Male,52,64,37,21,Technical
1180,Female,84,63,67,38,Technical
3119,Male,53,86,65,8,Technical
3242,Female,99,50,37,19,Technical
4698,Male,76,66,52,18,Technical
2338,Male,45,67,42,4,Technical
1144,Female,46,86,62,27,Technical
107,Male,70,50,82,15,Technical
2489,Female,48,69,36,11,Technical
3026,Male,63,49,46,11,Technical
3834,Male,61,59,66,14,Technical
3203,Female,87,44,95,27,Academic
5445,Female,60,79,78,6,Technical
2214,Female,81,90,65,4,Academic
3490,Female,98,74,62,22,Technical
2044,Female,60,56,33,25,Technical
3424,Female,66,68,43,37,Technical
888,Male,64,96,74,11,Technical
1114,Male,87,66,87,38,Technical
4802,Male,96,35,58,13,Technical
2809,Male,72,95,85,40,Technical
449,Male,38,52,44,39,Technical
1714,Male,66,57,59,15,Technical
3016,Female,88,80,45,6,Technical
